"Player","Team","Number","Position","Birthdate","College","Year"
"Rodney Peete","Philadelphia Eagles","--","QB","1966-03-16","Southern California","1997"
"Orlando Thomas","Minnesota Vikings","--","DB","1972-10-21","Southwestern Louisiana","1997"
"Seth Payne","Jacksonville Jaguars","--","DT","1975-02-12","Cornell","1997"
"Tommy Vardell","Detroit Lions","--","RB","1969-02-20","Stanford","1997"
"O.J. McDuffie","Miami Dolphins","--","WR","1969-12-02","Penn State","1997"
"Jerry Olsavsky","Pittsburgh Steelers","--","LB","1967-03-29","Pittsburgh","1997"
"David Szott","Kansas City Chiefs","--","OG","1967-12-12","Penn State","1997"
"Dave Wohlabaugh","New England Patriots","--","C","1972-04-13","Syracuse","1997"
"James Trapp","Oakland Raiders","--","DB","1969-12-28","Clemson","1997"
"Glenn Foley","New York Jets","--","QB","1970-10-10","Boston College","1997"
"Aundray Bruce","Oakland Raiders","--","DE","1966-04-30","Auburn","1997"
"Chad Brown","Seattle Seahawks","--","LB","1970-07-12","Colorado","1997"
"Taje Allen","Los Angeles Rams","--","DB","1973-11-06","Texas","1997"
"Ike Hilliard","New York Giants","--","WR","1976-04-05","Florida","1997"
"Marvin Washington","San Francisco 49ers","--","DE","1965-10-22","Idaho","1997"
"David Binn","San Diego Chargers","--","C","1972-02-06","California","1997"
"Ronnie Dixon","New York Jets","--","DT","1971-05-10","Cincinnati","1997"
"Quentin Coryatt","Indianapolis Colts","--","LB","1970-08-01","Texas A&amp;M","1997"
"Jamain Stephens","Pittsburgh Steelers","--","OT","1974-01-09","North Carolina A&amp;T","1997"
"Albert Connell","Washington Redskins","--","WR","1974-05-13","Texas A&amp;M","1997"
"Matt Stover","Baltimore Ravens","--","K","1968-01-27","Louisiana Tech","1997"
"Dan Wilkinson","Cincinnati Bengals","--","DT","1973-03-13","Ohio State","1997"
"Michael Sinclair","Seattle Seahawks","--","DE","1968-01-31","Eastern New Mexico","1997"
"O.J. Santiago","Atlanta Falcons","--","TE","1974-04-04","Kent State","1997"
"Tim Biakabutuka","Carolina Panthers","--","RB","1974-01-24","Michigan","1997"
"William Floyd","San Francisco 49ers","--","RB","1972-02-17","Florida State","1997"
"Spencer Folau","Baltimore Ravens","--","OT","1973-04-05","Idaho","1997"
"Iheanyi Uwaezuoke","San Francisco 49ers","--","WR","1973-07-24","California","1997"
"Jerry Ellison","Tampa Bay Buccaneers","--","RB","1971-12-20","Tennessee-Chattanooga","1997"
"Bill Romanowski","Denver Broncos","--","LB","1966-04-02","Boston College","1997"
"James Darling","Philadelphia Eagles","--","LB","1974-12-29","Washington State","1997"
"Shane Bonham","Detroit Lions","--","DT","1970-10-18","Tennessee","1997"
"Shante Carver","Dallas Cowboys","--","DE","1971-02-12","Arizona State","1997"
"Derek Loville","Denver Broncos","--","RB","1968-07-04","Oregon","1997"
"Blaine McElmurry","Green Bay Packers","--","DB","1973-10-23","Montana","1997"
"Calvin Branch","Oakland Raiders","--","DB","1974-05-08","Colorado State","1997"
"Travis Davis","Jacksonville Jaguars","--","DB","1973-01-10","Notre Dame","1997"
"Cris Carter","Minnesota Vikings","--","WR","1965-11-25","Ohio State","1997"
"Deion Sanders","Dallas Cowboys","--","DB","1967-08-09","Florida State","1997"
"Cole Ford","Oakland Raiders","--","K","1972-12-31","Southern California","1997"
"Earnest Byner","Baltimore Ravens","--","RB","1962-09-15","East Carolina","1997"
"Marcus Coleman","New York Jets","--","DB","1974-05-24","Texas Tech","1997"
"Greg Jackson","San Diego Chargers","--","DB","1966-08-20","Louisiana State","1997"
"Greg Briggs","Minnesota Vikings","--","DB","1968-10-01","Texas Southern","1997"
"Brad Banta","Indianapolis Colts","--","TE","1970-12-14","Southern California","1997"
"Ryan McNeil","Los Angeles Rams","--","DB","1970-10-04","Miami","1997"
"Stoney Case","Arizona Cardinals","--","QB","1972-07-07","New Mexico","1997"
"William Gaines","Washington Redskins","--","DT","1971-06-20","Florida","1997"
"John Lynch","Tampa Bay Buccaneers","--","DB","1971-09-25","Stanford","1997"
"Brad Maynard","New York Giants","--","P","1974-02-09","Ball State","1997"
"Ty Law","New England Patriots","--","DB","1974-02-10","Michigan","1997"
"Marc Boutte","Washington Redskins","--","DT","1969-07-26","Louisiana State","1997"
"Otis Smith","New York Jets","--","DB","1965-10-22","Missouri","1997"
"Ken Dilger","Indianapolis Colts","--","TE","1971-02-02","Illinois","1997"
"Jessie Armstead","New York Giants","--","LB","1970-10-26","Miami","1997"
"Carl Reeves","Chicago Bears","--","DE","1971-12-17","North Carolina State","1997"
"Derrick Brooks","Tampa Bay Buccaneers","--","LB","1973-04-18","Florida State","1997"
"Tremain Mack","Cincinnati Bengals","--","DB","1974-11-21","Miami","1997"
"Leslie O'Neal","Los Angeles Rams","--","DE","1964-05-07","Oklahoma State","1997"
"Ken Blackman","Cincinnati Bengals","--","OG","1972-11-08","Illinois","1997"
"Lawrence Phillips","Miami Dolphins","--","RB","1975-05-12","Nebraska","1997"
"Willie Green","Denver Broncos","--","WR","1966-04-02","Mississippi","1997"
"Michael Bates","Carolina Panthers","--","WR","1969-12-19","Arizona","1997"
"Scott Turner","Washington Redskins","--","DB","1972-02-26","Illinois","1997"
"Randal Hill","New Orleans Saints","--","WR","1969-09-21","Miami","1997"
"Steve Lofton","New England Patriots","--","DB","1968-11-26","Texas A&amp;M","1997"
"Greg Kragen","Carolina Panthers","--","DT","1962-03-04","Utah State","1997"
"Antonio Langham","Baltimore Ravens","--","DB","1972-07-31","Alabama","1997"
"Steve Bono","Green Bay Packers","--","QB","1962-05-11","UCLA","1997"
"Pete Monty","New York Giants","--","LB","1974-07-03","Wisconsin","1997"
"Steve Conley","Pittsburgh Steelers","--","LB","1972-01-18","Arkansas","1997"
"Tracy Scroggins","Detroit Lions","--","DE","1969-09-11","Tulsa","1997"
"Keith Washington","Baltimore Ravens","--","DE","1972-12-18","Nevada-Las Vegas","1997"
"Mike Prior","Green Bay Packers","--","DB","1963-11-14","Illinois State","1997"
"Kevin Hardy","Jacksonville Jaguars","--","LB","1973-07-24","Illinois","1997"
"Cedric Smith","Arizona Cardinals","--","RB","1968-05-27","Florida","1997"
"Fernando Smith","Minnesota Vikings","--","DE","1971-08-02","Jackson State","1997"
"Keno Hills","New Orleans Saints","--","OG","1973-06-13","Southwestern Louisiana","1997"
"Zach Thomas","Miami Dolphins","--","LB","1973-09-01","Texas Tech","1997"
"Matt Elliott","Carolina Panthers","--","OG","1968-10-01","Michigan","1997"
"Travis Hall","Atlanta Falcons","--","DT","1972-08-03","Brigham Young","1997"
"Darnell Walker","San Francisco 49ers","--","DB","1970-01-17","Oklahoma","1997"
"Ty Detmer","Philadelphia Eagles","--","QB","1967-10-30","Brigham Young","1997"
"Leroy Hoard","Minnesota Vikings","--","RB","1968-05-15","Michigan","1997"
"Alfred Pupunu","New York Giants","--","TE","1969-10-17","Weber State","1997"
"Andrew Jordan","Tampa Bay Buccaneers","--","TE","1972-06-21","Western Carolina","1997"
"Darrick Brilz","Cincinnati Bengals","--","C","1964-02-14","Oregon State","1997"
"Esera Tuaolo","Jacksonville Jaguars","--","DT","1968-07-11","Oregon State","1997"
"Derrick Graham","Seattle Seahawks","--","OG","1967-03-18","Appalachian State","1997"
"Jimmy Hitchcock","New England Patriots","--","DB","1971-11-09","North Carolina","1997"
"Keith Byars","New England Patriots","--","RB","1963-10-14","Ohio State","1997"
"James Jenkins","Washington Redskins","--","TE","1967-08-17","Rutgers","1997"
"Dan Land","Oakland Raiders","--","DB","1965-07-03","Albany State","1997"
"Jeremy Lincoln","Seattle Seahawks","--","DB","1969-04-07","Tennessee","1997"
"Donnell Bennett","Kansas City Chiefs","--","RB","1972-09-14","Miami","1997"
"Lake Dawson","Kansas City Chiefs","--","WR","1972-01-02","Notre Dame","1997"
"Andy McCollum","New Orleans Saints","--","C","1970-06-02","Toledo","1997"
"Horace Copeland","Tampa Bay Buccaneers","--","WR","1971-01-02","Miami","1997"
"Eddie Robinson","Jacksonville Jaguars","--","LB","1970-04-13","Alabama State","1997"
"Dewayne Washington","Minnesota Vikings","--","DB","1972-12-27","North Carolina State","1997"
"Derek West","Indianapolis Colts","--","OT","1972-03-28","Colorado","1997"
"Ed McDaniel","Minnesota Vikings","--","LB","1969-02-23","Clemson","1997"
"Jim Pyne","Tampa Bay Buccaneers","--","OG","1971-11-23","Virginia Tech","1997"
"Jason Gildon","Pittsburgh Steelers","--","LB","1972-07-31","Oklahoma State","1997"
"Norbert Davidds-Garrido","Carolina Panthers","--","OT","1972-10-04","Southern California","1997"
"Scott Davis","Atlanta Falcons","--","OG","1970-01-29","Iowa","1997"
"Tony Richardson","Kansas City Chiefs","--","RB","1971-12-17","Auburn","1997"
"Ronnie Harris","Seattle Seahawks","--","WR","1970-06-04","Oregon","1997"
"Aaron Graham","Arizona Cardinals","--","C","1973-05-22","Nebraska","1997"
"Harvey Williams","Oakland Raiders","--","RB","1967-04-22","Louisiana State","1997"
"Mike Pritchard","Seattle Seahawks","--","WR","1969-10-26","Colorado","1997"
"Chris Dalman","San Francisco 49ers","--","OG","1970-03-15","Stanford","1997"
"Daryl Hobbs","Seattle Seahawks","--","WR","1968-05-23","Pacific","1997"
"Aaron Pierce","New York Giants","--","TE","1969-09-06","Washington","1997"
"Quentin Neujahr","Baltimore Ravens","--","C","1971-01-30","Kansas State","1997"
"Brian Milne","Cincinnati Bengals","--","RB","1973-01-07","Penn State","1997"
"Rodney Harrison","San Diego Chargers","--","DB","1972-12-15","Western Illinois","1997"
"Tre' Johnson","Washington Redskins","--","OG","1971-08-30","Temple","1997"
"Orlando Pace","Los Angeles Rams","--","OT","1975-11-04","Ohio State","1997"
"Tony Bouie","Tampa Bay Buccaneers","--","DB","1972-08-07","Arizona","1997"
"Darren Sharper","Green Bay Packers","--","DB","1975-11-03","William &amp; Mary","1997"
"Mark Bruener","Pittsburgh Steelers","--","TE","1972-09-16","Washington","1997"
"John Farquhar","New Orleans Saints","--","TE","1972-03-22","Duke","1997"
"Raymont Harris","Chicago Bears","--","RB","1970-12-23","Ohio State","1997"
"Mike Vrabel","Pittsburgh Steelers","--","LB","1975-08-14","Ohio State","1997"
"Ronde Barber","Tampa Bay Buccaneers","--","DB","1975-04-07","Virginia","1997"
"John Burke","New York Jets","--","TE","1971-09-07","Virginia Tech","1997"
"Billy Joe Tolliver","Kansas City Chiefs","--","QB","1966-02-07","Texas Tech","1997"
"Michael Husted","Tampa Bay Buccaneers","--","K","1970-06-16","Virginia","1997"
"David Klingler","Oakland Raiders","--","QB","1969-02-17","Houston","1997"
"Bubba Miller","Philadelphia Eagles","--","C","1973-01-24","Tennessee","1997"
"James Logan","Seattle Seahawks","--","LB","1972-12-06","Memphis","1997"
"Ray Brown","San Francisco 49ers","--","OG","1962-12-12","Arkansas State","1997"
"Billy Jenkins","Los Angeles Rams","--","DB","1974-07-08","Howard","1997"
"Travis Kirschke","Detroit Lions","--","DE","1974-09-06","UCLA","1997"
"Tom Ackerman","New Orleans Saints","--","OG","1972-09-06","Eastern Washington","1997"
"Mike Minter","Carolina Panthers","--","DB","1974-01-15","Nebraska","1997"
"Mel Gray","Philadelphia Eagles","--","WR","1961-03-16","Purdue","1997"
"Brett Favre","Green Bay Packers","--","QB","1969-10-10","Southern Mississippi","1997"
"Raleigh McKenzie","San Diego Chargers","--","OG","1963-02-08","Tennessee","1997"
"Antonio Edwards","New York Giants","--","DE","1970-03-10","Valdosta State","1997"
"Larry Tharpe","Detroit Lions","--","OT","1970-11-19","Tennessee State","1997"
"William White","Atlanta Falcons","--","DB","1966-02-19","Ohio State","1997"
"Orlando Bobo","Minnesota Vikings","--","OG","1974-02-09","Louisiana-Monroe","1997"
"Bill Bates","Dallas Cowboys","--","DB","1961-06-06","Tennessee","1997"
"Steve Tasker","Buffalo Bills","--","WR","1962-04-10","Northwestern","1997"
"Billy Joe Hobert","Buffalo Bills","--","QB","1971-01-08","Washington","1997"
"Patrise Alexander","Washington Redskins","--","DT","1972-10-23","Southwestern Louisiana","1997"
"Sam Shade","Cincinnati Bengals","--","DB","1973-06-14","Alabama","1997"
"Trent Dilfer","Tampa Bay Buccaneers","--","QB","1972-03-13","Fresno State","1997"
"Eric Turner","Oakland Raiders","--","DB","1968-09-20","UCLA","1997"
"Ray Zellars","New Orleans Saints","--","RB","1973-03-25","Notre Dame","1997"
"Rob Coons","Buffalo Bills","--","TE","1969-09-18","Pittsburgh","1997"
"Dale Carter","Kansas City Chiefs","--","DB","1969-11-28","Tennessee","1997"
"Tim Hauck","Seattle Seahawks","--","DB","1966-12-20","Montana","1997"
"Ray Seals","Carolina Panthers","--","DE","1965-06-17","","1997"
"Ray Crockett","Denver Broncos","--","DB","1967-01-05","Baylor","1997"
"Greg Hill","Kansas City Chiefs","--","RB","1972-02-23","Texas A&amp;M","1997"
"Steve Wisniewski","Oakland Raiders","--","OG","1967-04-07","Penn State","1997"
"Donnell Woolford","Pittsburgh Steelers","--","DB","1966-01-06","Clemson","1997"
"Ryan Yarborough","Baltimore Ravens","--","WR","1971-04-26","Wyoming","1997"
"Leo Araguz","Oakland Raiders","--","P","1970-01-18","Stephen F. Austin","1997"
"Boomer Esiason","Cincinnati Bengals","--","QB","1961-04-17","Maryland","1997"
"Brian Kinchen","Baltimore Ravens","--","TE","1965-08-06","Louisiana State","1997"
"Ian Beckles","Philadelphia Eagles","--","OG","1967-07-20","Indiana","1997"
"Marvcus Patton","Washington Redskins","--","LB","1967-05-01","UCLA","1997"
"Jerome Bettis","Pittsburgh Steelers","--","RB","1972-02-16","Notre Dame","1997"
"Bill Schroeder","Green Bay Packers","--","WR","1971-01-09","Wisconsin-LaCrosse","1997"
"Lawyer Milloy","New England Patriots","--","DB","1973-11-14","Washington","1997"
"Chris Boniol","Philadelphia Eagles","--","K","1971-12-09","Louisiana Tech","1997"
"Mario Bates","New Orleans Saints","--","RB","1973-01-16","Arizona State","1997"
"Jason Odom","Tampa Bay Buccaneers","--","OT","1974-03-31","Florida","1997"
"Todd Rucci","New England Patriots","--","OG","1970-07-14","Penn State","1997"
"Carl Pickens","Cincinnati Bengals","--","WR","1970-03-23","Tennessee","1997"
"Ken Irvin","Buffalo Bills","--","DB","1972-07-11","Memphis","1997"
"Todd Kinchen","Atlanta Falcons","--","WR","1969-01-07","Louisiana State","1997"
"Dan Neil","Denver Broncos","--","OG","1973-10-21","Texas","1997"
"Bryan Still","San Diego Chargers","--","WR","1974-06-03","Virginia Tech","1997"
"Tom Myslinski","Pittsburgh Steelers","--","OG","1968-12-07","Tennessee","1997"
"Chester McGlockton","Oakland Raiders","--","DT","1969-09-16","Clemson","1997"
"Troy Aikman","Dallas Cowboys","--","QB","1966-11-21","UCLA","1997"
"Elijah Alexander","Indianapolis Colts","--","LB","1970-08-08","Kansas State","1997"
"Freddie Solomon","Philadelphia Eagles","--","WR","1972-08-15","South Carolina State","1997"
"Jamal Duff","Washington Redskins","--","DE","1972-03-11","San Diego State","1997"
"James Hasty","Kansas City Chiefs","--","DB","1965-05-23","Washington State","1997"
"Trey Junkin","Arizona Cardinals","--","TE","1961-01-23","Louisiana Tech","1997"
"John Gerak","Los Angeles Rams","--","OG","1970-01-06","Penn State","1997"
"Scott Adams","Atlanta Falcons","--","OG","1966-09-28","Georgia","1997"
"Bernard Whittington","Indianapolis Colts","--","DT","1971-08-20","Indiana","1997"
"Jon Witman","Pittsburgh Steelers","--","RB","1972-06-01","Penn State","1997"
"Brady Smith","New Orleans Saints","--","DE","1973-06-05","Colorado State","1997"
"Edward Jasper","Philadelphia Eagles","--","DT","1973-01-18","Texas A&amp;M","1997"
"Herman Moore","Detroit Lions","--","WR","1969-10-20","Virginia","1997"
"Michael Westbrook","Washington Redskins","--","WR","1972-07-07","Colorado","1997"
"Frank Middleton","Tampa Bay Buccaneers","--","OG","1974-10-25","Arizona","1997"
"Marty Moore","New England Patriots","--","LB","1971-03-19","Kentucky","1997"
"William Roberts","New York Jets","--","OG","1962-08-05","Ohio State","1997"
"John Jurkovic","Jacksonville Jaguars","--","DT","1967-08-18","Eastern Illinois","1997"
"Vinson Smith","Dallas Cowboys","--","LB","1965-07-03","East Carolina","1997"
"Jeff Blackshear","Baltimore Ravens","--","OG","1969-03-29","Northeast Louisiana","1997"
"Keith Poole","New Orleans Saints","--","WR","1974-06-18","Arizona State","1997"
"Harry Swayne","Denver Broncos","--","OT","1965-02-02","Rutgers","1997"
"Shannon Sharpe","Denver Broncos","--","TE","1968-06-26","Savannah State","1997"
"Eddie Kennison","Los Angeles Rams","--","WR","1973-01-20","Louisiana State","1997"
"Dave Moore","Tampa Bay Buccaneers","--","TE","1969-11-11","Pittsburgh","1997"
"Cris Dishman","Washington Redskins","--","DB","1965-08-13","Purdue","1997"
"Tim Terry","Cincinnati Bengals","--","LB","1974-07-26","Temple","1997"
"Roell Preston","Green Bay Packers","--","WR","1972-06-23","Mississippi","1997"
"Greg Clark","San Francisco 49ers","--","TE","1972-04-07","Stanford","1997"
"Shawn Wooden","Miami Dolphins","--","DB","1973-10-23","Notre Dame","1997"
"Michael McCrary","Baltimore Ravens","--","DE","1970-07-07","Wake Forest","1997"
"Ken Harvey","Washington Redskins","--","LB","1965-05-06","California","1997"
"Peter Boulware","Baltimore Ravens","--","LB","1974-12-18","Florida State","1997"
"Frank Reich","Detroit Lions","--","QB","1961-12-04","Maryland","1997"
"Chris Chandler","Atlanta Falcons","--","QB","1965-10-12","Washington","1997"
"Michael Bankston","Arizona Cardinals","--","DE","1970-03-12","Sam Houston State","1997"
"Napoleon Kaufman","Oakland Raiders","--","RB","1973-06-07","Washington","1997"
"Dan Marino","Miami Dolphins","--","QB","1961-09-15","Pittsburgh","1997"
"Robert Chancey","San Diego Chargers","--","RB","1972-09-07","","1997"
"Andy Heck","Chicago Bears","--","OT","1967-01-01","Notre Dame","1997"
"LeRoy Butler","Green Bay Packers","--","DB","1968-07-19","Florida State","1997"
"Jason Fisk","Minnesota Vikings","--","DT","1972-09-04","Stanford","1997"
"Rob Fredrickson","Oakland Raiders","--","LB","1971-05-13","Michigan State","1997"
"Ray Roberts","Detroit Lions","--","OT","1969-06-03","Virginia","1997"
"Eric Hill","Arizona Cardinals","--","LB","1966-11-14","Louisiana State","1997"
"Pat Carter","Arizona Cardinals","--","TE","1966-08-01","Florida State","1997"
"Michael Dean Perry","Kansas City Chiefs","--","DT","1965-08-27","Clemson","1997"
"Micheal Barrow","Carolina Panthers","--","LB","1970-04-19","Miami","1997"
"Mike Dulaney","Chicago Bears","--","RB","1970-09-09","North Carolina","1997"
"Jerald Sowell","New York Jets","--","RB","1974-01-21","Tulane","1997"
"Courtney Hawkins","Pittsburgh Steelers","--","WR","1969-12-12","Michigan State","1997"
"John Mangum","Chicago Bears","--","DB","1967-03-16","Alabama","1997"
"Van Tuinei","San Diego Chargers","--","DT","1971-02-16","Arizona","1997"
"Damien Covington","Buffalo Bills","--","LB","1972-12-04","North Carolina State","1997"
"Tom Nalen","Denver Broncos","--","C","1971-05-13","Boston College","1997"
"Tommy Thompson","San Francisco 49ers","--","P","1972-04-27","Oregon","1997"
"Daryl Porter","Detroit Lions","--","DB","1974-01-16","Boston College","1997"
"Robert Jones","Los Angeles Rams","--","LB","1969-09-27","East Carolina","1997"
"Jeff Lageman","Jacksonville Jaguars","--","DE","1967-07-18","Virginia","1997"
"Darrell Green","Washington Redskins","--","DB","1960-02-15","Texas A&amp;M-Kingsville","1997"
"Todd Perry","Chicago Bears","--","OG","1970-11-28","Kentucky","1997"
"Bern Brostek","Los Angeles Rams","--","C","1966-09-11","Washington","1997"
"Henry Ellard","Washington Redskins","--","WR","1961-07-21","Fresno State","1997"
"Paul Grasmanis","Chicago Bears","--","DT","1974-08-02","Notre Dame","1997"
"Jay Riemersma","Buffalo Bills","--","TE","1973-05-17","Michigan","1997"
"Orpheus Roye","Pittsburgh Steelers","--","DT","1973-01-21","Florida State","1997"
"Rufus Porter","Tampa Bay Buccaneers","--","LB","1965-05-18","Southern","1997"
"Tim Hanshaw","San Francisco 49ers","--","OG","1970-04-27","Brigham Young","1997"
"John Thierry","Chicago Bears","--","DE","1971-09-04","Alcorn State","1997"
"Andre Rison","Kansas City Chiefs","--","WR","1967-03-18","Michigan State","1997"
"Ron Rivers","Detroit Lions","--","RB","1971-11-13","Fresno State","1997"
"Jerris McPhail","Miami Dolphins","--","RB","1972-06-26","East Carolina","1997"
"John Friesz","Seattle Seahawks","--","QB","1967-05-19","Idaho","1997"
"Keenan McCardell","Jacksonville Jaguars","--","WR","1970-01-06","Nevada-Las Vegas","1997"
"Daniel Stubbs","Miami Dolphins","--","DE","1965-01-03","Miami","1997"
"Tom Hutton","Philadelphia Eagles","--","P","1972-07-08","Tennessee","1997"
"Greg DeLong","Minnesota Vikings","--","TE","1973-04-03","North Carolina","1997"
"Derrick Deese","San Francisco 49ers","--","OT","1970-05-17","Southern California","1997"
"Maa Tanuvasa","Denver Broncos","--","DE","1970-11-06","Hawaii","1997"
"Ray Buchanan","Atlanta Falcons","--","DB","1971-09-29","Louisville","1997"
"Bernard Holsey","New York Giants","--","DE","1973-12-10","Duke","1997"
"Nolan Harrison","Pittsburgh Steelers","--","DE","1969-01-25","Indiana","1997"
"Phil Hansen","Buffalo Bills","--","DE","1968-05-20","North Dakota State","1997"
"Duane Clemons","Minnesota Vikings","--","DE","1974-05-23","California","1997"
"Greg Skrepenak","Carolina Panthers","--","OG","1970-01-31","Michigan","1997"
"Ernie Mills","Carolina Panthers","--","WR","1968-10-28","Florida","1997"
"Greg Bishop","New York Giants","--","OG","1971-05-02","Pacific","1997"
"Kerry Jenkins","New York Jets","--","OG","1973-09-06","Troy State","1997"
"Natrone Means","Jacksonville Jaguars","--","RB","1972-04-26","North Carolina","1997"
"Michael Strahan","New York Giants","--","DE","1971-11-21","Texas Southern","1997"
"Fabien Bownes","Chicago Bears","--","WR","1972-02-29","Western Illinois","1997"
"George Koonce","Green Bay Packers","--","LB","1968-10-15","East Carolina","1997"
"Keith Rucker","Washington Redskins","--","DT","1968-11-20","Ohio Wesleyan","1997"
"Tim Watson","Philadelphia Eagles","--","DB","1970-08-13","Howard","1997"
"Keith Sims","Miami Dolphins","--","OG","1967-06-17","Iowa State","1997"
"Austin Robbins","New Orleans Saints","--","DT","1971-03-01","North Carolina","1997"
"Randall Cunningham","Minnesota Vikings","--","QB","1963-03-27","Nevada-Las Vegas","1997"
"Thomas Randolph","New York Giants","--","DB","1970-10-05","Kansas State","1997"
"Carl Powell","Indianapolis Colts","--","DE","1974-01-04","Louisville","1997"
"Rich Owens","Washington Redskins","--","DE","1972-05-22","Lehigh","1997"
"Nate Jacquet","Indianapolis Colts","--","WR","1975-09-02","San Diego State","1997"
"Trent Green","Washington Redskins","--","QB","1970-07-09","Indiana","1997"
"O.J. Brigance","Miami Dolphins","--","LB","1969-09-29","Rice","1997"
"Myron Baker","Carolina Panthers","--","LB","1971-01-06","Louisiana Tech","1997"
"Thomas Smith","Buffalo Bills","--","DB","1970-12-05","North Carolina","1997"
"Stan Humphries","San Diego Chargers","--","QB","1965-04-14","Northeast Louisiana","1997"
"Dale Hellestrae","Dallas Cowboys","--","OG","1962-07-11","Southern Methodist","1997"
"Tony McCoy","Indianapolis Colts","--","DT","1969-06-10","Florida","1997"
"Nate Hemsley","Dallas Cowboys","--","LB","1974-05-15","Syracuse","1997"
"Earl Holmes","Pittsburgh Steelers","--","LB","1973-04-28","Florida A&amp;M","1997"
"Antonio Freeman","Green Bay Packers","--","WR","1972-05-27","Virginia Tech","1997"
"Tiki Barber","New York Giants","--","RB","1975-04-07","Virginia","1997"
"Dermontti Dawson","Pittsburgh Steelers","--","C","1965-06-17","Kentucky","1997"
"Adam Timmerman","Green Bay Packers","--","OG","1971-08-14","South Dakota State","1997"
"Willie Roaf","New Orleans Saints","--","OT","1970-04-18","Louisiana Tech","1997"
"Mark Smith","Arizona Cardinals","--","DT","1974-08-28","Auburn","1997"
"Jeff Burris","Buffalo Bills","--","DB","1972-06-07","Notre Dame","1997"
"Mark Rodenhauser","Carolina Panthers","--","C","1961-06-01","Illinois State","1997"
"Tim Bowens","Miami Dolphins","--","DT","1973-02-07","Mississippi","1997"
"Chris Hudson","Jacksonville Jaguars","--","DB","1971-10-06","Colorado","1997"
"Lonnie Johnson","Buffalo Bills","--","TE","1971-02-14","Florida State","1997"
"Ray Lucas","New York Jets","--","QB","1972-08-06","Rutgers","1997"
"Perry Carter","Oakland Raiders","--","DB","1971-08-15","Southern Mississippi","1997"
"Steve Scifres","Dallas Cowboys","--","OT","1972-01-22","Wyoming","1997"
"Pete Pierson","Tampa Bay Buccaneers","--","OT","1971-02-04","Washington","1997"
"Anthony Lynn","Denver Broncos","--","RB","1968-12-21","Texas Tech","1997"
"Scottie Graham","Cincinnati Bengals","--","RB","1969-03-28","Ohio State","1997"
"Lance Johnstone","Oakland Raiders","--","DE","1973-06-11","Temple","1997"
"Ronald McKinnon","Arizona Cardinals","--","LB","1973-09-20","North Alabama","1997"
"Kenny Wheaton","Dallas Cowboys","--","DB","1975-03-08","Oregon","1997"
"Antonio London","Detroit Lions","--","LB","1971-04-14","Alabama","1997"
"Cory Raymer","Washington Redskins","--","C","1973-03-03","Wisconsin","1997"
"John Kidd","Miami Dolphins","--","P","1961-08-22","Northwestern","1997"
"Hollis Thomas","Philadelphia Eagles","--","DT","1974-01-10","Northern Illinois","1997"
"Moe Williams","Minnesota Vikings","--","RB","1974-07-26","Kentucky","1997"
"Rick Mirer","Chicago Bears","--","QB","1970-03-19","Notre Dame","1997"
"Kevin Butler","Arizona Cardinals","--","K","1962-07-24","Georgia","1997"
"Glyn Milburn","Detroit Lions","--","RB","1971-02-19","Stanford","1997"
"Lorenzo Neal","New York Jets","--","RB","1970-12-27","Fresno State","1997"
"Junior Seau","San Diego Chargers","--","LB","1969-01-19","Southern California","1997"
"Jeff Graham","New York Jets","--","WR","1969-02-14","Ohio State","1997"
"Danan Hughes","Kansas City Chiefs","--","WR","1970-12-11","Iowa","1997"
"Levon Kirkland","Pittsburgh Steelers","--","LB","1969-02-17","Clemson","1997"
"Brett Perriman","Kansas City Chiefs","--","WR","1965-10-10","Miami","1997"
"Eric Smedley","Buffalo Bills","--","DB","1973-07-23","Indiana","1997"
"Joe Cocozzo","San Diego Chargers","--","OG","1970-08-07","Michigan","1997"
"Jamie Asher","Washington Redskins","--","TE","1972-10-31","Louisville","1997"
"Scott Rehberg","New England Patriots","--","OG","1973-11-17","Central Michigan","1997"
"Joe Patton","Washington Redskins","--","OG","1972-01-05","Alabama A&amp;M","1997"
"George Hegamin","Dallas Cowboys","--","OT","1973-02-14","North Carolina State","1997"
"Rico Clark","Indianapolis Colts","--","DB","1974-06-06","Louisville","1997"
"Jeff Feagles","Arizona Cardinals","--","P","1966-03-07","Miami","1997"
"Kevin Greene","San Francisco 49ers","--","LB","1962-07-31","Auburn","1997"
"Brenden Stai","Pittsburgh Steelers","--","OG","1972-03-30","Nebraska","1997"
"Chris Mohr","Buffalo Bills","--","P","1966-05-11","Alabama","1997"
"A.J. Ofodile","Baltimore Ravens","--","TE","1973-10-09","Missouri","1997"
"Jamel Williams","Washington Redskins","--","DB","1973-12-22","Nebraska","1997"
"Greg Davis","Minnesota Vikings","--","K","1965-10-29","Citadel","1997"
"La'Roi Glover","New Orleans Saints","--","DT","1974-07-04","San Diego State","1997"
"Bruce Wilkerson","Green Bay Packers","--","OT","1964-07-28","Tennessee","1997"
"Aaron Craver","San Diego Chargers","--","RB","1968-12-18","Fresno State","1997"
"Ed McCaffrey","Denver Broncos","--","WR","1968-08-17","Stanford","1997"
"John Kasay","Carolina Panthers","--","K","1969-10-27","Georgia","1997"
"Orlando Brown","Baltimore Ravens","--","OT","1970-12-12","South Carolina State","1997"
